timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1640861769190,326,GET All Activities,200,OK,Endurance Test 1-6,text,true,,4419,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_57e75b8f0da5a04a060b80b093efcd554ddf9270fd59_jwgasgXo_,145,0,111
1640861769190,145,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-6,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,145,0,111
1640861769336,115,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-6,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.57e75b8f0da5a04a060b80b093efcd554ddf.9270fd59.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_57e75b8f0da5a04a060b80b093efcd554ddf9270fd59_jwgasgXo_,115,0,85
1640861769451,65,GET All Activities-2,200,OK,Endurance Test 1-6,text,true,,3160,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_57e75b8f0da5a04a060b80b093efcd554ddf9270fd59_jwgasgXo_,65,0,0
1640861769191,327,GET All Activities,200,OK,Endurance Test 1-5,text,true,,4419,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_275fe5fd0e38604bb909517053b11df9ded39270fd52_GsLLyksh_,143,0,110
1640861769191,143,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-5,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,143,0,110
1640861769335,99,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-5,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.275fe5fd0e38604bb909517053b11df9ded3.9270fd52.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_275fe5fd0e38604bb909517053b11df9ded39270fd52_GsLLyksh_,99,0,67
1640861769434,84,GET All Activities-2,200,OK,Endurance Test 1-5,text,true,,3160,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_275fe5fd0e38604bb909517053b11df9ded39270fd52_GsLLyksh_,84,0,0
1640861769190,328,GET All Activities,200,OK,Endurance Test 1-8,text,true,,4419,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_08c7572600737048010b4cd0022fe82bea229270fd59_hVdoDs8g_,141,0,90
1640861769190,141,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-8,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,141,0,90
1640861769332,95,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-8,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.08c7572600737048010b4cd0022fe82bea22.9270fd59.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_08c7572600737048010b4cd0022fe82bea229270fd59_hVdoDs8g_,95,0,65
1640861769428,90,GET All Activities-2,200,OK,Endurance Test 1-8,text,true,,3160,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_08c7572600737048010b4cd0022fe82bea229270fd59_hVdoDs8g_,90,0,0
1640861769190,330,GET All Activities,200,OK,Endurance Test 1-7,text,true,,4419,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_b5e37f5e0c967040240a92a03cd5fb9685fa9270fd5b_XkZv66HG_,141,0,111
1640861769190,141,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-7,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,141,0,111
1640861769332,102,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-7,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.b5e37f5e0c967040240a92a03cd5fb9685fa.9270fd5b.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_b5e37f5e0c967040240a92a03cd5fb9685fa9270fd5b_XkZv66HG_,102,0,67
1640861769434,86,GET All Activities-2,200,OK,Endurance Test 1-7,text,true,,3160,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_b5e37f5e0c967040240a92a03cd5fb9685fa9270fd5b_XkZv66HG_,86,0,0
1640861769190,358,GET All Activities,200,OK,Endurance Test 1-10,text,true,,4419,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_48ef5f8b02c7504c600b00a042bed910b30e9270fd52_UiHekjQq_,141,0,91
1640861769190,141,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-10,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,141,0,91
1640861769332,157,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-10,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.48ef5f8b02c7504c600b00a042bed910b30e.9270fd52.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_48ef5f8b02c7504c600b00a042bed910b30e9270fd52_UiHekjQq_,157,0,104
1640861769489,59,GET All Activities-2,200,OK,Endurance Test 1-10,text,true,,3160,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_48ef5f8b02c7504c600b00a042bed910b30e9270fd52_UiHekjQq_,59,0,0
1640861769190,366,GET All Activities,200,OK,Endurance Test 1-2,text,true,,4419,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_37d9207d0d859041c1086440257a161c6ee59270fd4b_Bce9suSj_,144,0,111
1640861769190,144,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-2,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,144,0,111
1640861769335,154,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-2,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.37d9207d0d859041c1086440257a161c6ee5.9270fd4b.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_37d9207d0d859041c1086440257a161c6ee59270fd4b_Bce9suSj_,154,0,105
1640861769489,67,GET All Activities-2,200,OK,Endurance Test 1-2,text,true,,3160,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_37d9207d0d859041c1086440257a161c6ee59270fd4b_Bce9suSj_,67,0,0
1640861769521,36,Post All Activities,307,Temporary Redirect,Endurance Test 1-7,text,false,Test failed: code expected to contain /200/,763,312,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,36,0,0
1640861769520,37,Post All Activities,307,Temporary Redirect,Endurance Test 1-5,text,false,Test failed: code expected to contain /200/,763,312,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,37,0,0
1640861769557,0,Get Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 65: http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,Endurance Test 1-5,text,false,Test failed: code expected to contain /200/,1158,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,0,0,0
1640861769557,0,Get Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 65: http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,Endurance Test 1-7,text,false,Test failed: code expected to contain /200/,1158,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,0,0,0
1640861769518,40,Post All Activities,307,Temporary Redirect,Endurance Test 1-6,text,false,Test failed: code expected to contain /200/,763,312,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,40,0,0
1640861769558,0,Put Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 61: http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,Endurance Test 1-5,text,false,Test failed: code expected to contain /200/,1153,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,0,0,0
1640861769558,0,Put Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 61: http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,Endurance Test 1-7,text,false,Test failed: code expected to contain /200/,1153,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,0,0,0
1640861769558,0,Get Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 65: http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,Endurance Test 1-6,text,false,Test failed: code expected to contain /200/,1158,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,0,0,0
1640861769520,39,Post All Activities,307,Temporary Redirect,Endurance Test 1-8,text,false,Test failed: code expected to contain /200/,763,312,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,39,0,0
1640861769560,0,Put Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 61: http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,Endurance Test 1-6,text,false,Test failed: code expected to contain /200/,1153,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,0,0,0
1640861769560,0,Get Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 65: http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,Endurance Test 1-8,text,false,Test failed: code expected to contain /200/,1158,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,0,0,0
1640861769561,0,Put Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 61: http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,Endurance Test 1-8,text,false,Test failed: code expected to contain /200/,1153,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,0,0,0
1640861769191,377,GET All Activities,200,OK,Endurance Test 1-9,text,true,,4419,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_d06c477d059880488b0be480f62e0a6323bd9270fd4b_osV7jWvh_,161,0,110
1640861769191,162,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-9,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,161,0,110
1640861769353,126,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-9,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.d06c477d059880488b0be480f62e0a6323bd.9270fd4b.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_d06c477d059880488b0be480f62e0a6323bd9270fd4b_osV7jWvh_,126,0,95
1640861769479,89,GET All Activities-2,200,OK,Endurance Test 1-9,text,true,,3160,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_d06c477d059880488b0be480f62e0a6323bd9270fd4b_osV7jWvh_,89,0,0
1640861769549,27,Post All Activities,307,Temporary Redirect,Endurance Test 1-10,text,false,Test failed: code expected to contain /200/,763,312,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,27,0,0
1640861769577,0,Get Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 65: http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,Endurance Test 1-10,text,false,Test failed: code expected to contain /200/,1158,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,0,0,0
1640861769577,0,Put Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 61: http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,Endurance Test 1-10,text,false,Test failed: code expected to contain /200/,1153,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,0,0,0
1640861769556,29,Post All Activities,307,Temporary Redirect,Endurance Test 1-2,text,false,Test failed: code expected to contain /200/,763,312,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,29,0,0
1640861769585,0,Get Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 65: http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,Endurance Test 1-2,text,false,Test failed: code expected to contain /200/,1158,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,0,0,0
1640861769586,0,Put Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 61: http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,Endurance Test 1-2,text,false,Test failed: code expected to contain /200/,1153,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,0,0,0
1640861769190,416,GET All Activities,200,OK,Endurance Test 1-3,text,true,,4419,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_2848074f004b304601089ea04f17246c0f909270fd59_9ingaVHZ_,162,0,112
1640861769190,162,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-3,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,162,0,112
1640861769352,162,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-3,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.2848074f004b304601089ea04f17246c0f90.9270fd59.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_2848074f004b304601089ea04f17246c0f909270fd59_9ingaVHZ_,162,0,112
1640861769514,92,GET All Activities-2,200,OK,Endurance Test 1-3,text,true,,3160,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_2848074f004b304601089ea04f17246c0f909270fd59_9ingaVHZ_,92,0,0
1640861769191,416,GET All Activities,200,OK,Endurance Test 1-1,text,true,,4419,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_72124f9e031a904a8c0a5a800cd97c87efad9270fd5b_kG3JfVEd_,166,0,114
1640861769191,166,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-1,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,166,0,114
1640861769358,162,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-1,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.72124f9e031a904a8c0a5a800cd97c87efad.9270fd5b.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_72124f9e031a904a8c0a5a800cd97c87efad9270fd5b_kG3JfVEd_,162,0,112
1640861769520,87,GET All Activities-2,200,OK,Endurance Test 1-1,text,true,,3160,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_72124f9e031a904a8c0a5a800cd97c87efad9270fd5b_kG3JfVEd_,87,0,0
1640861769569,48,Post All Activities,307,Temporary Redirect,Endurance Test 1-9,text,false,Test failed: code expected to contain /200/,763,312,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,48,0,0
1640861769617,0,Get Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 65: http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,Endurance Test 1-9,text,false,Test failed: code expected to contain /200/,1158,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,0,0,0
1640861769618,0,Put Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 61: http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,Endurance Test 1-9,text,false,Test failed: code expected to contain /200/,1153,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,0,0,0
1640861769606,47,Post All Activities,307,Temporary Redirect,Endurance Test 1-3,text,false,Test failed: code expected to contain /200/,763,312,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,47,0,0
1640861769607,46,Post All Activities,307,Temporary Redirect,Endurance Test 1-1,text,false,Test failed: code expected to contain /200/,763,312,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,46,0,0
1640861769654,0,Get Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 65: http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,Endurance Test 1-3,text,false,Test failed: code expected to contain /200/,1158,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,0,0,0
1640861769654,0,Get Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 65: http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,Endurance Test 1-1,text,false,Test failed: code expected to contain /200/,1158,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,0,0,0
1640861769655,0,Put Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 61: http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,Endurance Test 1-3,text,false,Test failed: code expected to contain /200/,1153,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,0,0,0
1640861769655,0,Put Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 61: http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,Endurance Test 1-1,text,false,Test failed: code expected to contain /200/,1153,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,0,0,0
1640861769562,167,GET All Activities,200,OK,Endurance Test 1-7,text,true,,4389,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_046f030e078610440b0915c05032606c78e69270fd59_59nLWee5_,27,0,0
1640861769562,27,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-7,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,27,0,0
1640861769589,88,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-7,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.046f030e078610440b0915c05032606c78e6.9270fd59.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_046f030e078610440b0915c05032606c78e69270fd59_59nLWee5_,88,0,59
1640861769677,52,GET All Activities-2,200,OK,Endurance Test 1-7,text,true,,3130,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_046f030e078610440b0915c05032606c78e69270fd59_59nLWee5_,52,0,0
1640861769729,33,Post All Activities,307,Temporary Redirect,Endurance Test 1-7,text,false,Test failed: code expected to contain /200/,763,312,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,33,0,0
1640861769762,0,Get Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 65: http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,Endurance Test 1-7,text,false,Test failed: code expected to contain /200/,1158,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,0,0,0
1640861769762,0,Put Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 61: http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,Endurance Test 1-7,text,false,Test failed: code expected to contain /200/,1153,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,0,0,0
1640861769566,197,GET All Activities,200,OK,Endurance Test 1-8,text,true,,4419,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_e2341e400e974044ea0bb4608365d55ff6d59270fd52_frbteDJZ_,33,0,0
1640861769566,33,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-8,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,33,0,0
1640861769600,111,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-8,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.e2341e400e974044ea0bb4608365d55ff6d5.9270fd52.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_e2341e400e974044ea0bb4608365d55ff6d59270fd52_frbteDJZ_,111,0,77
1640861769711,52,GET All Activities-2,200,OK,Endurance Test 1-8,text,true,,3160,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_e2341e400e974044ea0bb4608365d55ff6d59270fd52_frbteDJZ_,52,0,0
1640861769764,29,Post All Activities,307,Temporary Redirect,Endurance Test 1-8,text,false,Test failed: code expected to contain /200/,763,312,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,29,0,0
1640861769794,0,Get Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 65: http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,Endurance Test 1-8,text,false,Test failed: code expected to contain /200/,1158,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,0,0,0
1640861769794,0,Put Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 61: http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,Endurance Test 1-8,text,false,Test failed: code expected to contain /200/,1153,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,0,0,0
1640861769563,233,GET All Activities,200,OK,Endurance Test 1-6,text,true,,4419,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_9f9fb55d0abfc0418108eba0274598830a889270fd4b_jWo4NVRR_,28,0,0
1640861769563,28,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-6,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,28,0,0
1640861769591,155,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-6,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.9f9fb55d0abfc0418108eba0274598830a88.9270fd4b.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_9f9fb55d0abfc0418108eba0274598830a889270fd4b_jWo4NVRR_,155,0,107
1640861769746,50,GET All Activities-2,200,OK,Endurance Test 1-6,text,true,,3160,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_9f9fb55d0abfc0418108eba0274598830a889270fd4b_jWo4NVRR_,50,0,0
1640861769565,239,GET All Activities,200,OK,Endurance Test 1-5,text,true,,4419,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_e9a9ef380fccd043fc0b26904e315a5fed219270fd5b_hkwwWxU6_,27,0,0
1640861769565,27,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-5,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,27,0,0
1640861769593,158,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-5,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.e9a9ef380fccd043fc0b26904e315a5fed21.9270fd5b.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_e9a9ef380fccd043fc0b26904e315a5fed219270fd5b_hkwwWxU6_,158,0,107
1640861769751,53,GET All Activities-2,200,OK,Endurance Test 1-5,text,true,,3160,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_e9a9ef380fccd043fc0b26904e315a5fed219270fd5b_hkwwWxU6_,53,0,0
1640861769578,228,GET All Activities,200,OK,Endurance Test 1-10,text,true,,4419,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_8194b7b60d816041780a12001876db5e95689270fd4b_E5mBr7BV_,28,0,0
1640861769578,28,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-10,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,28,0,0
1640861769607,144,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-10,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.8194b7b60d816041780a12001876db5e9568.9270fd4b.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_8194b7b60d816041780a12001876db5e95689270fd4b_E5mBr7BV_,144,0,93
1640861769751,55,GET All Activities-2,200,OK,Endurance Test 1-10,text,true,,3160,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_8194b7b60d816041780a12001876db5e95689270fd4b_E5mBr7BV_,55,0,0
1640861769587,227,GET All Activities,200,OK,Endurance Test 1-2,text,true,,4419,801,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_b48f64750cc800451d0810f0935bbcf112709270fd5b_hyCmP9Sj_,29,0,0
1640861769587,29,GET All Activities-0,302,Moved Temporarily,Endurance Test 1-2,text,true,,760,183,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,29,0,0
1640861769617,144,GET All Activities-1,302,Moved Temporarily,Endurance Test 1-2,text,true,,499,361,10,10,http://eqrkelava-appservice.azurewebsites.net.x.b48f64750cc800451d0810f0935bbcf11270.9270fd5b.id.opendns.com/h/eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_b48f64750cc800451d0810f0935bbcf112709270fd5b_hyCmP9Sj_,144,0,85
1640861769761,53,GET All Activities-2,200,OK,Endurance Test 1-2,text,true,,3160,257,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities?X-OpenDNS-Session=_b48f64750cc800451d0810f0935bbcf112709270fd5b_hyCmP9Sj_,53,0,0
1640861769796,28,Post All Activities,307,Temporary Redirect,Endurance Test 1-6,text,false,Test failed: code expected to contain /200/,763,312,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,28,0,0
1640861769824,0,Get Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 65: http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,Endurance Test 1-6,text,false,Test failed: code expected to contain /200/,1158,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,0,0,0
1640861769824,0,Put Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in path at index 61: http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,Endurance Test 1-6,text,false,Test failed: code expected to contain /200/,1153,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/<EOF>,0,0,0
1640861769804,27,Post All Activities,307,Temporary Redirect,Endurance Test 1-5,text,false,Test failed: code expected to contain /200/,763,312,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities,27,0,0
1640861769831,0,Get Specified Activity,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in query at index 65: http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,Endurance Test 1-5,text,false,Test failed: code expected to contain /200/,1158,0,10,10,http://eqrkelava-appservice.azurewebsites.net/api/Activities/?id=<EOF>,0,0,0
